Player,Tm,Int,Yds,TD,Lng,Sk,Tkl,Ast,FR,Yds,TD,FF,
Will Blackmon,WAS,0,0,0,0,0.0,3,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Bashaud Breeland,WAS,0,0,0,0,0.0,5,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
William Compton,WAS,0,0,0,0,0.0,1,7,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Su'a Cravens,WAS,0,0,0,0,0.0,2,3,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Quinton Dunbar,WAS,0,0,0,0,0.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Mason Foster,WAS,0,0,0,0,0.0,6,3,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Kendall Fuller,WAS,0,0,0,0,0.0,4,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Evander Hood,WAS,0,0,0,0,0.0,1,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Duke Ihenacho,WAS,0,0,0,0,0.0,2,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Ricky Jean-Francois,WAS,0,0,0,0,0.0,0,3,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Ryan Kerrigan,WAS,0,0,0,0,0.0,1,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Trent Murphy,WAS,0,0,0,0,1.0,2,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Josh Norman,WAS,0,0,0,0,0.0,2,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Preston Smith,WAS,1,22,0,22,2.0,2,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Donte Whitner,WAS,0,0,0,0,0.0,6,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Sam Acho,CHI,0,0,0,0,0.0,1,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Adrian Amos,CHI,0,0,0,0,0.0,4,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jonathan Bullard,CHI,0,0,0,0,0.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Deon Bush,CHI,0,0,0,0,0.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Leonard Floyd,CHI,0,0,0,0,1.5,3,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jerrell Freeman,CHI,0,0,0,0,0.0,9,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Eddie Goldman,CHI,0,0,0,0,1.0,3,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Akiem Hicks,CHI,0,0,0,0,0.0,1,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Demontre Hurst,CHI,0,0,0,0,0.0,2,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Harold Jones-Quartey,CHI,1,0,0,0,0.0,4,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Cre'von LeBlanc,CHI,0,0,0,0,0.0,2,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Pernell McPhee,CHI,0,0,0,0,1.0,2,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Tracy Porter,CHI,0,0,0,0,0.0,4,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Chris Prosinski,CHI,0,0,0,0,0.0,2,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Will Sutton,CHI,0,0,0,0,0.0,2,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Danny Trevathan,CHI,0,0,0,0,0.0,9,4,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Cornelius Washington,CHI,0,0,0,0,0.0,1,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Willie Young,CHI,0,0,0,0,0.5,2,3,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jude Adjei-Barimah,TAM,0,0,0,0,0.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Kwon Alexander,TAM,0,0,0,0,0.0,4,1,1,4,0,0,http://www.pro-football-reference.com/boxscores/201611130tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Robert Ayers,TAM,0,0,0,0,1.5,5,1,0,0,0,1,http://www.pro-football-reference.com/boxscores/201611130tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Chris Conte,TAM,1,20,1,20,0.0,5,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Lavonte David,TAM,0,0,0,0,0.0,1,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
William Gholston,TAM,0,0,0,0,0.0,4,0,0,0,0,1,http://www.pro-football-reference.com/boxscores/201611130tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Adarius Glanton,TAM,0,0,0,0,0.0,2,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Brent Grimes,TAM,1,1,0,1,0.0,2,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Vernon Hargreaves,TAM,0,0,0,0,0.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
John Hughes,TAM,0,0,0,0,0.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Cameron Lynch,TAM,0,0,0,0,0.0,0,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Gerald McCoy,TAM,0,0,0,0,0.5,2,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Clinton McDonald,TAM,0,0,0,0,1.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Bradley McDougald,TAM,0,0,0,0,0.0,3,0,1,6,0,0,http://www.pro-football-reference.com/boxscores/201611130tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Noah Spence,TAM,0,0,0,0,1.0,2,0,0,0,0,1,http://www.pro-football-reference.com/boxscores/201611130tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Akeem Spence,TAM,0,0,0,0,0.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Alterraun Verner,TAM,0,0,0,0,0.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Kentrell Brice,GNB,0,0,0,0,0.0,3,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130oti.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Morgan Burnett,GNB,0,0,0,0,1.0,3,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130oti.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Kenny Clark,GNB,0,0,0,0,0.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130oti.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Ha Ha Clinton-Dix,GNB,0,0,0,0,0.0,5,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130oti.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Mike Daniels,GNB,0,0,0,0,0.0,0,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130oti.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jayrone Elliott,GNB,0,0,0,0,0.0,2,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130oti.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Kyler Fackrell,GNB,0,0,0,0,0.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130oti.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Demetri Goodson,GNB,0,0,0,0,0.0,0,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130oti.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Ladarius Gunter,GNB,0,0,0,0,0.0,2,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130oti.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Micah Hyde,GNB,0,0,0,0,0.0,3,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130oti.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Datone Jones,GNB,0,0,0,0,0.0,1,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130oti.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Blake Martinez,GNB,0,0,0,0,0.0,7,3,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130oti.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Mike Pennel,GNB,0,0,0,0,0.0,0,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130oti.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Nick Perry,GNB,0,0,0,0,0.0,3,3,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130oti.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Quinten Rollins,GNB,0,0,0,0,0.0,2,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130oti.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Joe Thomas,GNB,0,0,0,0,0.0,2,3,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130oti.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Antwon Blake,TEN,0,0,0,0,0.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130oti.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Kevin Byard,TEN,0,0,0,0,1.0,7,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130oti.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jurrell Casey,TEN,0,0,0,0,0.0,1,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130oti.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Perrish Cox,TEN,1,0,0,0,0.0,2,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130oti.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Rashad Johnson,TEN,0,0,0,0,0.0,4,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130oti.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Austin Johnson,TEN,0,0,0,0,0.0,0,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130oti.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
DaQuan Jones,TEN,0,0,0,0,1.0,1,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130oti.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Brice McCain,TEN,1,33,0,33,0.0,4,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130oti.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jason McCourty,TEN,0,0,0,0,0.0,5,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130oti.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Derrick Morgan,TEN,0,0,0,0,1.0,2,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130oti.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Brian Orakpo,TEN,0,0,0,0,2.0,4,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130oti.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Da'Norris Searcy,TEN,0,0,0,0,0.0,3,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130oti.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
LeShaun Sims,TEN,0,0,0,0,0.0,2,0,1,0,0,0,http://www.pro-football-reference.com/boxscores/201611130oti.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Sean Spence,TEN,0,0,0,0,0.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130oti.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Daimion Stafford,TEN,0,0,0,0,0.0,2,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130oti.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Avery Williamson,TEN,0,0,0,0,0.0,2,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130oti.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Wesley Woodyard,TEN,0,0,0,0,0.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130oti.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Kenneth Acker,KAN,0,0,0,0,0.0,4,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Eric Berry,KAN,1,42,1,42,0.0,7,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Dee Ford,KAN,0,0,0,0,1.0,2,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Phillip Gaines,KAN,0,0,0,0,0.0,2,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Tamba Hali,KAN,0,0,0,0,0.0,0,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Tyreek Hill,KAN,0,0,0,0,0.0,0,0,1,0,0,0,http://www.pro-football-reference.com/boxscores/201611130car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Derrick Johnson,KAN,0,0,0,0,0.0,1,4,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Chris Jones,KAN,0,0,0,0,1.0,3,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Steven Nelson,KAN,0,0,0,0,0.0,4,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Rakeem Nunez-Roches,KAN,0,0,0,0,0.0,1,3,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Ron Parker,KAN,0,0,0,0,0.0,4,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Marcus Peters,KAN,0,0,0,0,0.0,5,1,1,10,0,1,http://www.pro-football-reference.com/boxscores/201611130car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Dontari Poe,KAN,0,0,0,0,0.0,1,3,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Kendall Reyes,KAN,0,0,0,0,0.0,0,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Daniel Sorensen,KAN,0,0,0,0,0.0,0,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Ramik Wilson,KAN,0,0,0,0,0.0,3,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Frank Zombo,KAN,0,0,0,0,0.0,1,3,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Mario Addison,CAR,0,0,0,0,1.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Tre Boston,CAR,1,22,0,22,0.0,3,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
James Bradberry,CAR,0,0,0,0,0.0,6,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Vernon Butler,CAR,0,0,0,0,0.5,0,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Kurt Coleman,CAR,0,0,0,0,0.0,1,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Thomas Davis,CAR,0,0,0,0,0.0,5,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Wes Horton,CAR,0,0,0,0,0.0,1,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Charles Johnson,CAR,0,0,0,0,0.5,1,4,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Luke Kuechly,CAR,0,0,0,0,0.0,7,1,0,0,0,1,http://www.pro-football-reference.com/boxscores/201611130car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Star Lotulelei,CAR,0,0,0,0,0.0,2,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Robert McClain,CAR,0,0,0,0,0.0,4,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Kawann Short,CAR,0,0,0,0,1.0,1,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Paul Soliai,CAR,0,0,0,0,0.0,0,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Daryl Worley,CAR,0,0,0,0,0.0,6,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Robert Alford,ATL,0,0,0,0,0.0,2,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Ricardo Allen,ATL,0,0,0,0,0.0,5,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jonathan Babineaux,ATL,0,0,0,0,0.0,0,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Vic Beasley,ATL,0,0,0,0,2.0,3,1,0,0,0,1,http://www.pro-football-reference.com/boxscores/201611130phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
De'Vondre Campbell,ATL,0,0,0,0,0.0,1,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jalen Collins,ATL,0,0,0,0,0.0,6,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Ra'Shede Hageman,ATL,0,0,0,0,0.0,2,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Grady Jarrett,ATL,0,0,0,0,0.0,5,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Deion Jones,ATL,0,0,0,0,0.0,9,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Keanu Neal,ATL,0,0,0,0,0.0,9,0,0,0,0,1,http://www.pro-football-reference.com/boxscores/201611130phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Brian Poole,ATL,0,0,0,0,0.0,2,0,1,10,0,0,http://www.pro-football-reference.com/boxscores/201611130phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
LaRoy Reynolds,ATL,0,0,0,0,0.0,3,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Courtney Upshaw,ATL,0,0,0,0,0.0,0,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Philip Wheeler,ATL,0,0,0,0,0.0,4,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Paul Worrilow,ATL,0,0,0,0,0.0,2,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Connor Barwin,PHI,0,0,0,0,1.0,2,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Nigel Bradham,PHI,0,0,0,0,0.0,3,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Nolan Carroll,PHI,0,0,0,0,0.0,1,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Brent Celek,PHI,0,0,0,0,0.0,0,0,1,0,0,0,http://www.pro-football-reference.com/boxscores/201611130phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Vinny Curry,PHI,0,0,0,0,0.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Brandon Graham,PHI,0,0,0,0,1.0,3,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jordan Hicks,PHI,0,0,0,0,0.0,2,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Malcolm Jenkins,PHI,0,0,0,0,0.0,4,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Mychal Kendricks,PHI,0,0,0,0,0.0,3,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Leodis McKelvin,PHI,1,0,0,0,0.0,0,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Rodney McLeod,PHI,0,0,0,0,0.0,3,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jalen Mills,PHI,0,0,0,0,0.0,4,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Marcus Smith,PHI,0,0,0,0,0.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Shaquil Barrett,DEN,0,0,0,0,1.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130nor.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jared Crick,DEN,0,0,0,0,0.0,2,2,0,0,0,1,http://www.pro-football-reference.com/boxscores/201611130nor.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Todd Davis,DEN,0,0,0,0,0.0,5,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130nor.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Lorenzo Doss,DEN,0,0,0,0,0.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130nor.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Adam Gotsis,DEN,0,0,0,0,0.0,0,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201611130nor.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
